Date	PET_mm	Rainfall_mm
2015-11-04	3.7	0
2015-11-05	4.3	0
2015-11-06	4.4	0
2015-11-07	5.6	0
2015-11-08	4.9	0
2015-11-09	6	0
2015-11-10	5.4	0
2015-11-11	5.9	0
2015-11-12	7.5	0
2015-11-13	5.2	0
2015-11-14	5.6	0
2015-11-15	4.8	0
2015-11-16	5.7	0
2015-11-17	2.6	0
2015-11-18	4.7	0
2015-11-19	4.6	0
2015-11-20	5.1	0
2015-11-21	2.5	0.3
2015-11-22	5.6	0
2015-11-23	4.2	0
2015-11-24	5	0
2015-11-25	3.7	0
2015-11-26	4.3	0
2015-11-27	3.2	0
2015-11-28	4.7	0
2015-11-29	5	0
2015-11-30	4.2	0
2015-12-01	1.8	2.2
2015-12-02	4.6	0
2015-12-03	3.5	0
2015-12-04	5	0
2015-12-05	3.4	0
2015-12-06	3.6	0
2015-12-07	3.5	0
2015-12-08	3.5	0
2015-12-09	4.6	0
2015-12-10	3.2	0
2015-12-11	4.4	0
2015-12-12	2.7	0
2015-12-13	3.7	0
2015-12-14	4.7	0
2015-12-15	5.7	0
2015-12-16	5	0
2015-12-17	6.1	0
2015-12-18	5.3	0
2015-12-19	4.6	0
2015-12-20	5.3	0
2015-12-21	4.2	0
2015-12-22	4.7	0
2015-12-23	4.6	0
2015-12-24	4.8	0
2015-12-25	4.2	0
2015-12-26	4.6	0
2015-12-27	4	0
2015-12-28	4.5	0
2015-12-29	5.4	0
2015-12-30	5	0
2015-12-31	6.2	0
