CellNumber	2002	2003	2005	2011	2012	2013	2014	2015
122	79.9	174.7	297.3	41.0	82.0	415.0	-12.0	58.0
123	68.3	172.9	289.1	32.0	45.0	361.0	-10.0	60.0
124	54.4	132.1	183.8	36.0	10.0	253.0	-12.0	70.0
125	62.5	122.4	156.5	23.0	10.0	110.0	5.0	34.0
126	55.5	186.8	294.5	65.0	83.0	231.0	8.0	45.0
127	29.6	130.8	281.3	66.0	126.0	314.0	81.0	50.0
131	39.5	114.8	206.9	0.0	0.0	0.0	0.0	0.0
132	50.3	158.4	241.6	0.0	0.0	0.0	0.0	0.0
133	79.9	212.5	232.8	57.0	97.0	215.0	62.0	139.0
134	83.6	203.6	238.5	107.0	82.0	409.0	17.0	208.0
135	86.9	183.8	268.2	64.0	71.0	361.0	-2.0	141.0
136	79.1	189.1	272.6	42.0	53.0	270.0	-5.0	89.0
137	66.7	185.7	255.7	35.0	64.0	267.0	-2.0	114.0
138	38.3	137.4	193.3	28.0	76.0	184.0	8.0	25.0
139	22.2	102.3	166.2	28.0	68.0	138.0	8.0	22.0
140	16.8	59.3	122.5	56.0	103.0	267.0	13.0	46.0
144	42.0	135.2	231.3	0.0	0.0	0.0	0.0	0.0
145	43.0	136.9	213.8	0.0	0.0	0.0	0.0	0.0
146	59.0	153.0	223.0	78.0	0.0	93.0	37.0	80.0
147	60.8	145.6	236.2	82.0	87.0	180.0	12.0	112.0
148	72.8	149.2	247.8	28.0	0.0	70.0	5.0	51.0
149	73.3	176.8	335.0	0.0	0.0	15.0	1.0	0.0
150	64.0	204.2	390.3	6.0	23.0	40.0	2.0	24.0
151	31.0	166.9	295.1	27.0	145.0	125.0	41.0	-2.0
152	17.4	114.8	226.6	37.0	126.0	252.0	12.0	0.0
153	18.4	79.4	170.9	1.0	0.0	0.0	0.0	0.0
162	53.3	126.6	279.3	2.0	0.0	7.0	20.0	0.0
163	45.3	117.8	248.8	0.0	16.0	43.0	1.0	9.0
164	22.3	93.1	217.2	24.0	76.0	166.0	-7.0	40.0
165	17.2	97.3	259.9	79.0	111.0	295.0	9.0	0.0
176	31.7	68.8	107.4	5.0	11.0	14.0	-5.0	19.0
177	22.2	61.3	134.2	0.0	0.0	0.0	0.0	0.0
178	23.3	88.9	225.8	0.0	0.0	0.0	0.0	0.0
